T(sec)	WE1 Volts(mV)	WE1 Idir(mA)	WE1 Idif (mA)	
1215.9600	-136.318	0.000978	
1215.9800	-135.320	0.000993	
1216.0000	-134.323	0.001011	
1216.0200	-133.322	0.001027	
1216.0400	-132.322	0.001034	
1216.0600	-131.326	0.001045	
1216.0800	-130.332	0.001058	
1216.1000	-129.337	0.001074	
1216.1200	-128.339	0.001090	
1216.1400	-127.342	0.001104	
1216.1600	-126.346	0.001117	
1216.1800	-125.346	0.001135	
1216.2000	-124.346	0.001149	
1216.2200	-123.349	0.001165	
1216.2400	-122.350	0.001183	
1216.2600	-121.351	0.001205	
1216.2800	-120.343	0.001226	
1216.3000	-119.339	0.001245	
1216.3200	-118.337	0.001260	
1216.3400	-117.337	0.001276	
1216.3600	-116.343	0.001296	
1216.3800	-115.342	0.001311	
1216.4000	-114.342	0.001325	
1216.4200	-113.345	0.001340	
1216.4400	-112.345	0.001354	
1216.4600	-111.347	0.001372	
1216.4800	-110.347	0.001386	
1216.5000	-109.349	0.001400	
1216.5200	-108.351	0.001417	
1216.5400	-107.351	0.001436	
1216.5600	-106.354	0.001453	
1216.5800	-105.355	0.001466	
1216.6000	-104.363	0.001483	
1216.6200	-103.367	0.001500	
1216.6400	-102.371	0.001520	
1216.6600	-101.374	0.001543	
1216.6800	-100.377	0.001562	
1216.7000	-99.383	0.001582	
1216.7200	-98.388	0.001605	
1216.7400	-97.388	0.001621	
1216.7600	-96.393	0.001640	
1216.7800	-95.394	0.001655	
1216.8000	-94.395	0.001674	
1216.8200	-93.394	0.001690	
1216.8400	-92.396	0.001706	
1216.8600	-91.404	0.001719	
1216.8800	-90.407	0.001734	
1216.9000	-89.413	0.001751	
1216.9200	-88.415	0.001766	
1216.9400	-87.419	0.001783	
1216.9600	-86.423	0.001803	
1216.9800	-85.427	0.001817	
1217.0000	-84.429	0.001837	
1217.0200	-83.429	0.001859	
1217.0400	-82.430	0.001876	
1217.0600	-81.431	0.001899	
1217.0800	-80.434	0.001916	
1217.1000	-79.439	0.001935	
1217.1200	-78.448	0.001954	
1217.1400	-77.452	0.001971	
1217.1600	-76.455	0.001990	
1217.1800	-75.457	0.002010	
1217.2000	-74.460	0.002027	
1217.2200	-73.462	0.002045	
1217.2400	-72.465	0.002064	
1217.2600	-71.469	0.002083	
1217.2800	-70.474	0.002102	
1217.3000	-69.472	0.002120	
1217.3200	-68.471	0.002135	
1217.3400	-67.473	0.002151	
1217.3600	-66.476	0.002170	
1217.3800	-65.480	0.002187	
1217.4000	-64.484	0.002207	
1217.4200	-63.487	0.002226	
1217.4400	-62.487	0.002244	
1217.4600	-61.492	0.002265	
1217.4800	-60.496	0.002280	
1217.5000	-59.498	0.002296	
1217.5200	-58.499	0.002311	
1217.5400	-57.501	0.002323	
1217.5600	-56.503	0.002336	
1217.5800	-55.504	0.002348	
1217.6000	-54.508	0.002361	
1217.6200	-53.514	0.002377	
1217.6400	-52.519	0.002397	
1217.6600	-51.526	0.002411	
1217.6800	-50.529	0.002424	
1217.7000	-49.531	0.002441	
1217.7200	-48.534	0.002458	
1217.7400	-47.535	0.002474	
1217.7600	-46.536	0.002491	
1217.7800	-45.538	0.002508	
1217.8000	-44.539	0.002525	
1217.8200	-43.541	0.002541	
1217.8400	-42.541	0.002558	
1217.8600	-41.544	0.002572	
1217.8800	-40.547	0.002584	
1217.9000	-39.550	0.002598	
1217.9200	-38.551	0.002610	
1217.9400	-37.552	0.002621	
1217.9600	-36.554	0.002634	
1217.9800	-35.554	0.002647	
1218.0000	-34.557	0.002661	
1218.0200	-33.560	0.002674	
1218.0400	-32.560	0.002690	
1218.0600	-31.560	0.002703	
1218.0800	-30.563	0.002718	
1218.1000	-29.563	0.002731	
1218.1200	-28.565	0.002748	
1218.1400	-27.566	0.002761	
1218.1600	-26.572	0.002777	
1218.1800	-25.574	0.002791	
1218.2000	-24.576	0.002806	
1218.2200	-23.579	0.002823	
1218.2400	-22.580	0.002836	
1218.2600	-21.584	0.002847	
1218.2800	-20.585	0.002855	
1218.3000	-19.586	0.002869	
1218.3200	-18.580	0.002881	
1218.3400	-17.586	0.002887	
1218.3600	-16.593	0.002893	
1218.3800	-15.600	0.002903	
1218.4000	-14.608	0.002909	
1218.4200	-13.619	0.002916	
1218.4400	-12.626	0.002922	
1218.4600	-11.632	0.002931	
1218.4800	-10.640	0.002939	
1218.5000	-9.648	0.002951	
1218.5200	-8.655	0.002961	
1218.5400	-7.665	0.002967	
1218.5600	-6.673	0.002976	
1218.5800	-5.680	0.002989	
1218.6000	-4.689	0.002996	
1218.6200	-3.698	0.003002	
1218.6400	-2.713	0.003009	
1218.6600	-1.722	0.003016	
1218.6800	-0.730	0.003023	
1218.7000	0.264	0.003028	
1218.7200	1.260	0.003036	
1218.7400	2.256	0.003046	
1218.7600	3.247	0.003051	
1218.7800	4.238	0.003061	
1218.8000	5.234	0.003068	
1218.8200	6.232	0.003078	
1218.8400	7.227	0.003087	
1218.8600	8.226	0.003096	
1218.8800	9.220	0.003101	
1218.9000	10.214	0.003105	
1218.9200	11.207	0.003115	
1218.9400	12.200	0.003123	
1218.9600	13.194	0.003129	
1218.9800	14.187	0.003137	
1219.0000	15.181	0.003143	
1219.0200	16.175	0.003149	
1219.0400	17.170	0.003154	
1219.0600	18.166	0.003161	
1219.0800	19.165	0.003171	
1219.1000	20.162	0.003178	
1219.1200	21.159	0.003189	
1219.1400	22.155	0.003196	
1219.1600	23.148	0.003203	
1219.1800	24.145	0.003212	
1219.2000	25.143	0.003222	
1219.2200	26.139	0.003235	
1219.2400	27.137	0.003245	
1219.2600	28.136	0.003256	
1219.2800	29.134	0.003266	
1219.3000	30.134	0.003276	
1219.3200	31.135	0.003287	
1219.3400	32.135	0.003296	
1219.3600	33.138	0.003305	
1219.3800	34.138	0.003310	
1219.4000	35.137	0.003315	
1219.4200	36.137	0.003322	
1219.4400	37.135	0.003329	
1219.4600	38.132	0.003336	
1219.4800	39.134	0.003345	
1219.5000	40.130	0.003354	
1219.5200	41.129	0.003363	
1219.5400	42.127	0.003374	
1219.5600	43.126	0.003383	
1219.5800	44.122	0.003391	
1219.6000	45.121	0.003402	
1219.6200	46.121	0.003414	
1219.6400	47.119	0.003425	
1219.6600	48.115	0.003436	
1219.6800	49.106	0.003447	
1219.7000	50.099	0.003459	
1219.7200	51.093	0.003470	
1219.7400	52.088	0.003479	
1219.7600	53.082	0.003486	
1219.7800	54.078	0.003495	
1219.8000	55.072	0.003503	
1219.8200	56.069	0.003514	
1219.8400	57.063	0.003523	
1219.8600	58.062	0.003527	
1219.8800	59.061	0.003538	
1219.9000	60.055	0.003549	
1219.9200	61.048	0.003557	
1219.9400	62.046	0.003567	
1219.9600	63.039	0.003576	
1219.9800	64.032	0.003590	
1220.0000	65.029	0.003602	
1220.0200	66.025	0.003614	
1220.0400	67.018	0.003624	
1220.0600	68.013	0.003633	
1220.0800	69.011	0.003642	
1220.1000	70.005	0.003648	
1220.1200	71.002	0.003655	
1220.1400	71.999	0.003661	
1220.1600	72.995	0.003669	
1220.1800	73.986	0.003679	
1220.2000	74.978	0.003687	
1220.2200	75.979	0.003696	
1220.2400	76.976	0.003705	
1220.2600	77.971	0.003713	
1220.2800	78.970	0.003720	
1220.3000	79.969	0.003728	
1220.3200	80.970	0.003736	
1220.3400	81.971	0.003744	
1220.3600	82.973	0.003755	
1220.3800	83.978	0.003765	
1220.4000	84.978	0.003778	
1220.4200	85.984	0.003790	
1220.4400	86.985	0.003800	
1220.4600	87.984	0.003807	
1220.4800	88.983	0.003813	
1220.5000	89.986	0.003819	
1220.5200	90.986	0.003827	
1220.5400	91.984	0.003833	
1220.5600	92.983	0.003839	
1220.5800	93.984	0.003848	
1220.6000	94.984	0.003860	
1220.6200	95.986	0.003869	
1220.6400	96.983	0.003880	
1220.6600	97.981	0.003891	
1220.6800	98.979	0.003900	
1220.7000	99.970	0.003910	
1220.7200	100.965	0.003918	
1220.7400	101.956	0.003928	
1220.7600	102.949	0.003936	
1220.7800	103.943	0.003949	
1220.8000	104.940	0.003958	
1220.8200	105.932	0.003970	
1220.8400	106.927	0.003978	
1220.8600	107.922	0.003989	
1220.8800	108.920	0.003998	
1220.9000	109.915	0.004005	
1220.9200	110.911	0.004012	
1220.9400	111.901	0.004019	
1220.9600	112.892	0.004025	
1220.9800	113.886	0.004034	
1221.0000	114.879	0.004040	
1221.0200	115.875	0.004049	
1221.0400	116.870	0.004058	
1221.0600	117.865	0.004070	
1221.0800	118.860	0.004080	
1221.1000	119.853	0.004088	
1221.1200	120.850	0.004100	
1221.1400	121.848	0.004108	
1221.1600	122.850	0.004117	
1221.1800	123.846	0.004124	
1221.2000	124.837	0.004134	
1221.2200	125.833	0.004144	
1221.2400	126.829	0.004150	
1221.2600	127.832	0.004161	
1221.2800	128.830	0.004170	
1221.3000	129.828	0.004177	
1221.3200	130.827	0.004187	
1221.3400	131.826	0.004196	
1221.3600	132.826	0.004208	
1221.3800	133.832	0.004216	
1221.4000	134.835	0.004224	
1221.4200	135.840	0.004234	
1221.4400	136.840	0.004239	
1221.4600	137.837	0.004247	
1221.4800	138.831	0.004257	
1221.5000	139.828	0.004265	
1221.5200	140.831	0.004271	
1221.5400	141.832	0.004280	
1221.5600	142.826	0.004287	
1221.5800	143.820	0.004294	
1221.6000	144.818	0.004301	
1221.6200	145.813	0.004307	
1221.6400	146.811	0.004315	
1221.6600	147.806	0.004319	
1221.6800	148.804	0.004324	
1221.7000	149.796	0.004331	
1221.7200	150.788	0.004339	
1221.7400	151.784	0.004348	
1221.7600	152.778	0.004357	
1221.7800	153.775	0.004366	
1221.8000	154.772	0.004373	
1221.8200	155.768	0.004380	
1221.8400	156.763	0.004389	
1221.8600	157.758	0.004396	
1221.8800	158.759	0.004403	
1221.9000	159.760	0.004410	
1221.9200	160.760	0.004418	
1221.9400	161.760	0.004425	
1221.9600	162.756	0.004427	
1221.9800	163.753	0.004433	
1222.0000	164.748	0.004436	
1222.0200	165.744	0.004441	
1222.0400	166.743	0.004446	
1222.0600	167.739	0.004449	
1222.0800	168.736	0.004456	
1222.1000	169.733	0.004465	
1222.1200	170.730	0.004473	
1222.1400	171.729	0.004482	
1222.1600	172.730	0.004489	
1222.1800	173.729	0.004493	
1222.2000	174.728	0.004502	
1222.2200	175.723	0.004509	
1222.2400	176.719	0.004513	
1222.2600	177.714	0.004522	
1222.2800	178.711	0.004531	
1222.3000	179.709	0.004539	
1222.3200	180.706	0.004544	
1222.3400	181.707	0.004548	
1222.3600	182.705	0.004554	
1222.3800	183.705	0.004561	
1222.4000	184.710	0.004569	
1222.4200	185.713	0.004574	
1222.4400	186.715	0.004582	
1222.4600	187.716	0.004591	
1222.4800	188.712	0.004599	
1222.5000	189.706	0.004606	
1222.5200	190.704	0.004615	
1222.5400	191.703	0.004624	
1222.5600	192.701	0.004634	
1222.5800	193.697	0.004641	
1222.6000	194.696	0.004649	
1222.6200	195.694	0.004657	
1222.6400	196.692	0.004667	
1222.6600	197.685	0.004677	
1222.6800	198.683	0.004683	
1222.7000	199.677	0.004688	
1222.7200	200.670	0.004693	
1222.7400	201.664	0.004697	
1222.7600	202.656	0.004701	
1222.7800	203.646	0.004704	
1222.8000	204.639	0.004711	
1222.8200	205.637	0.004721	
1222.8400	206.631	0.004726	
1222.8600	207.626	0.004731	
1222.8800	208.620	0.004737	
1222.9000	209.620	0.004744	
1222.9200	210.617	0.004751	
1222.9400	211.614	0.004758	
1222.9600	212.612	0.004765	
1222.9800	213.610	0.004772	
1223.0000	214.600	0.004781	
1223.0200	215.592	0.004789	
1223.0400	216.585	0.004795	
1223.0600	217.579	0.004801	
1223.0800	218.575	0.004808	
1223.1000	219.573	0.004812	
1223.1200	220.566	0.004818	
1223.1400	221.561	0.004823	
1223.1600	222.559	0.004828	
1223.1800	223.555	0.004833	
1223.2000	224.555	0.004842	
1223.2200	225.549	0.004849	
1223.2400	226.542	0.004857	
1223.2600	227.535	0.004866	
1223.2800	228.530	0.004873	
1223.3000	229.527	0.004878	
1223.3200	230.529	0.004886	
1223.3400	231.529	0.004895	
1223.3600	232.527	0.004904	
1223.3800	233.523	0.004912	
1223.4000	234.522	0.004917	
1223.4200	235.523	0.004923	
1223.4400	236.526	0.004929	
1223.4600	237.527	0.004936	
1223.4800	238.523	0.004943	
1223.5000	239.520	0.004950	
1223.5200	240.516	0.004955	
1223.5400	241.515	0.004962	
1223.5600	242.513	0.004970	
1223.5800	243.513	0.004978	
1223.6000	244.514	0.004982	
1223.6200	245.510	0.004992	
1223.6400	246.506	0.004999	
1223.6600	247.502	0.005004	
1223.6800	248.501	0.005010	
1223.7000	249.502	0.005020	
1223.7200	250.499	0.005027	
1223.7400	251.493	0.005035	
1223.7600	252.488	0.005041	
1223.7800	253.481	0.005046	
1223.8000	254.476	0.005053	
1223.8200	255.474	0.005056	
1223.8400	256.472	0.005058	
1223.8600	257.467	0.005060	
1223.8800	258.465	0.005063	
1223.9000	259.461	0.005071	
1223.9200	260.455	0.005078	
1223.9400	261.453	0.005080	
1223.9600	262.451	0.005086	
1223.9800	263.449	0.005094	
1224.0000	264.446	0.005097	
1224.0200	265.440	0.005102	
1224.0400	266.436	0.005110	
1224.0600	267.433	0.005119	
1224.0800	268.428	0.005126	
1224.1000	269.424	0.005132	
1224.1200	270.421	0.005137	
1224.1400	271.413	0.005141	
1224.1600	272.407	0.005148	
1224.1800	273.404	0.005154	
1224.2000	274.399	0.005160	
1224.2200	275.397	0.005162	
1224.2400	276.390	0.005168	
1224.2600	277.386	0.005175	
1224.2800	278.381	0.005181	
1224.3000	279.377	0.005186	
1224.3200	280.374	0.005194	
1224.3400	281.375	0.005201	
1224.3600	282.371	0.005205	
1224.3800	283.368	0.005211	
1224.4000	284.371	0.005218	
1224.4200	285.375	0.005224	
1224.4400	286.376	0.005231	
1224.4600	287.381	0.005242	
1224.4800	288.385	0.005247	
1224.5000	289.386	0.005255	
1224.5200	290.387	0.005259	
1224.5400	291.388	0.005263	
1224.5600	292.391	0.005272	
1224.5800	293.392	0.005277	
1224.6000	294.390	0.005285	
1224.6200	295.393	0.005290	
1224.6400	296.390	0.005297	
1224.6600	297.386	0.005300	
1224.6800	298.385	0.005305	
1224.7000	299.387	0.005312	
1224.7200	300.384	0.005318	
1224.7400	301.380	0.005324	
1224.7600	302.377	0.005329	
1224.7800	303.370	0.005333	
1224.8000	304.363	0.005343	
1224.8200	305.359	0.005348	
1224.8400	306.354	0.005355	
1224.8600	307.351	0.005359	
1224.8800	308.347	0.005360	
1224.9000	309.341	0.005363	
1224.9200	310.341	0.005362	
1224.9400	311.336	0.005368	
1224.9600	312.336	0.005369	
1224.9800	313.337	0.005375	
1225.0000	314.338	0.005384	
1225.0200	315.333	0.005390	
1225.0400	316.331	0.005394	
1225.0600	317.326	0.005400	
1225.0800	318.322	0.005407	
1225.1000	319.322	0.005413	
1225.1200	320.321	0.005419	
1225.1400	321.316	0.005428	
1225.1600	322.317	0.005434	
1225.1800	323.312	0.005442	
1225.2000	324.308	0.005446	
1225.2200	325.306	0.005454	
1225.2400	326.301	0.005459	
1225.2600	327.297	0.005464	
1225.2800	328.293	0.005471	
1225.3000	329.286	0.005476	
1225.3200	330.279	0.005478	
1225.3400	331.278	0.005482	
1225.3600	332.272	0.005489	
1225.3800	333.272	0.005494	
1225.4000	334.272	0.005502	
1225.4200	335.270	0.005507	
1225.4400	336.269	0.005513	
1225.4600	337.272	0.005518	
1225.4800	338.275	0.005525	
1225.5000	339.278	0.005533	
1225.5200	340.280	0.005544	
1225.5400	341.280	0.005549	
1225.5600	342.279	0.005558	
1225.5800	343.275	0.005562	
1225.6000	344.272	0.005570	
1225.6200	345.267	0.005576	
1225.6400	346.266	0.005582	
1225.6600	347.259	0.005583	
1225.6800	348.256	0.005587	
1225.7000	349.251	0.005591	
1225.7200	350.247	0.005596	
1225.7400	351.245	0.005602	
1225.7600	352.241	0.005607	
1225.7800	353.236	0.005613	
1225.8000	354.225	0.005620	
1225.8200	355.218	0.005624	
1225.8400	356.210	0.005630	
1225.8600	357.203	0.005638	
1225.8800	358.197	0.005644	
1225.9000	359.198	0.005653	
1225.9200	360.195	0.005655	
1225.9400	361.194	0.005663	
1225.9600	362.192	0.005667	
1225.9800	363.192	0.005676	
1226.0000	364.195	0.005682	
1226.0200	365.194	0.005684	
1226.0400	366.192	0.005690	
1226.0600	367.186	0.005695	
1226.0800	368.182	0.005699	
1226.1000	369.178	0.005704	
1226.1200	370.176	0.005706	
1226.1400	371.173	0.005711	
1226.1600	372.172	0.005717	
1226.1800	373.170	0.005721	
1226.2000	374.168	0.005725	
1226.2200	375.165	0.005731	
1226.2400	376.163	0.005740	
1226.2600	377.162	0.005747	
1226.2800	378.161	0.005756	
1226.3000	379.156	0.005766	
1226.3200	380.149	0.005772	
1226.3400	381.146	0.005782	
1226.3600	382.141	0.005785	
1226.3800	383.140	0.005789	
1226.4000	384.137	0.005796	
1226.4200	385.135	0.005799	
1226.4400	386.135	0.005808	
1226.4600	387.137	0.005816	
1226.4800	388.138	0.005821	
1226.5000	389.139	0.005830	
1226.5200	390.141	0.005838	
1226.5400	391.140	0.005846	
1226.5600	392.141	0.005852	
1226.5800	393.141	0.005860	
1226.6000	394.136	0.005866	
1226.6200	395.137	0.005869	
1226.6400	396.139	0.005879	
1226.6600	397.136	0.005885	
1226.6800	398.133	0.005893	
1226.7000	399.126	0.005897	
1226.7200	400.124	0.005900	
1226.7400	401.123	0.005905	
1226.7600	402.119	0.005907	
1226.7800	403.113	0.005909	
1226.8000	404.106	0.005913	
1226.8200	405.100	0.005916	
1226.8400	406.092	0.005922	
1226.8600	407.085	0.005927	
1226.8800	408.079	0.005932	
1226.9000	409.072	0.005937	
1226.9200	410.068	0.005945	
1226.9400	411.063	0.005954	
1226.9600	412.056	0.005958	
1226.9800	413.052	0.005968	
1227.0000	414.053	0.005975	
1227.0200	415.054	0.005985	
1227.0400	416.053	0.005995	
1227.0600	417.047	0.006002	
1227.0800	418.039	0.006012	
1227.1000	419.034	0.006023	
1227.1200	420.032	0.006030	
1227.1400	421.029	0.006036	
1227.1600	422.025	0.006043	
1227.1800	423.017	0.006047	
1227.2000	424.012	0.006057	
1227.2200	425.007	0.006067	
1227.2400	426.001	0.006072	
1227.2600	426.997	0.006078	
1227.2800	427.992	0.006083	
1227.3000	428.988	0.006090	
1227.3200	429.980	0.006099	
1227.3400	430.973	0.006106	
1227.3600	431.966	0.006114	
1227.3800	432.961	0.006124	
1227.4000	433.959	0.006129	
1227.4200	434.956	0.006135	
1227.4400	435.950	0.006142	
1227.4600	436.943	0.006152	
1227.4800	437.940	0.006160	
1227.5000	438.943	0.006169	
1227.5200	439.944	0.006175	
1227.5400	440.945	0.006180	
1227.5600	441.943	0.006188	
1227.5800	442.941	0.006198	
1227.6000	443.940	0.006207	
1227.6200	444.936	0.006218	
1227.6400	445.932	0.006223	
1227.6600	446.930	0.006232	
1227.6800	447.926	0.006240	
1227.7000	448.921	0.006248	
1227.7200	449.916	0.006259	
1227.7400	450.911	0.006268	
1227.7600	451.909	0.006277	
1227.7800	452.908	0.006284	
1227.8000	453.906	0.006291	
1227.8200	454.903	0.006299	
1227.8400	455.893	0.006304	
1227.8600	456.885	0.006315	
1227.8800	457.882	0.006321	
1227.9000	458.878	0.006331	
1227.9200	459.871	0.006340	
1227.9400	460.868	0.006348	
1227.9600	461.865	0.006360	
1227.9800	462.861	0.006370	
1228.0000	463.860	0.006382	
1228.0200	464.861	0.006394	
1228.0400	465.862	0.006406	
1228.0600	466.862	0.006419	
1228.0800	467.860	0.006433	
1228.1000	468.858	0.006445	
1228.1200	469.852	0.006458	
1228.1400	470.847	0.006472	
1228.1600	471.844	0.006486	
1228.1800	472.839	0.006498	
1228.2000	473.834	0.006511	
1228.2200	474.829	0.006521	
1228.2400	475.825	0.006533	
1228.2600	476.822	0.006545	
1228.2800	477.819	0.006554	
1228.3000	478.819	0.006564	
1228.3200	479.816	0.006578	
1228.3400	480.815	0.006590	
1228.3600	481.810	0.006600	
1228.3800	482.807	0.006608	
1228.4000	483.805	0.006619	
1228.4200	484.801	0.006629	
1228.4400	485.801	0.006642	
1228.4600	486.800	0.006654	
1228.4800	487.799	0.006665	
1228.5000	488.803	0.006676	
1228.5200	489.800	0.006690	
1228.5400	490.800	0.006703	
1228.5600	491.805	0.006716	
1228.5800	492.805	0.006731	
1228.6000	493.809	0.006747	
1228.6200	494.808	0.006762	
1228.6400	495.807	0.006774	
1228.6600	496.807	0.006790	
1228.6800	497.807	0.006808	
1228.7000	498.808	0.006826	
1228.7200	499.808	0.006839	
1228.7400	500.806	0.006856	
1228.7600	501.802	0.006870	
1228.7800	502.798	0.006883	
1228.8000	503.796	0.006898	
1228.8200	504.796	0.006913	
1228.8400	505.794	0.006927	
1228.8600	506.789	0.006942	
1228.8800	507.782	0.006957	
1228.9000	508.775	0.006973	
1228.9200	509.769	0.006987	
1228.9400	510.766	0.007004	
1228.9600	511.762	0.007021	
1228.9800	512.759	0.007040	
1229.0000	513.753	0.007058	
1229.0200	514.748	0.007077	
1229.0400	515.746	0.007098	
1229.0600	516.745	0.007119	
1229.0800	517.746	0.007140	
1229.1000	518.746	0.007162	
1229.1200	519.741	0.007182	
1229.1400	520.732	0.007203	
1229.1600	521.726	0.007220	
1229.1800	522.722	0.007239	
1229.2000	523.720	0.007258	
1229.2200	524.715	0.007278	
1229.2400	525.712	0.007298	
1229.2600	526.705	0.007321	
1229.2800	527.700	0.007344	
1229.3000	528.692	0.007365	
1229.3200	529.693	0.007386	
1229.3400	530.688	0.007412	
1229.3600	531.682	0.007439	
1229.3800	532.679	0.007460	
1229.4000	533.673	0.007486	
1229.4200	534.668	0.007512	
1229.4400	535.668	0.007541	
1229.4600	536.668	0.007572	
1229.4800	537.668	0.007603	
1229.5000	538.665	0.007634	
1229.5200	539.664	0.007665	
1229.5400	540.664	0.007693	
1229.5600	541.663	0.007726	
1229.5800	542.664	0.007754	
1229.6000	543.664	0.007786	
1229.6200	544.665	0.007816	
1229.6400	545.663	0.007847	
1229.6600	546.660	0.007879	
1229.6800	547.659	0.007908	
1229.7000	548.657	0.007941	
1229.7200	549.655	0.007974	
1229.7400	550.655	0.008007	
1229.7600	551.651	0.008040	
1229.7800	552.649	0.008070	
1229.8000	553.648	0.008105	
1229.8200	554.645	0.008139	
1229.8400	555.643	0.008174	
1229.8600	556.640	0.008209	
1229.8800	557.636	0.008242	
1229.9000	558.631	0.008279	
1229.9200	559.627	0.008313	
1229.9400	560.623	0.008351	
1229.9600	561.617	0.008388	
1229.9800	562.613	0.008426	
1230.0000	563.609	0.008465	
1230.0200	564.605	0.008507	
1230.0400	565.601	0.008549	
1230.0600	566.600	0.008591	
1230.0800	567.600	0.008636	
1230.1000	568.600	0.008683	
1230.1200	569.599	0.008728	
1230.1400	570.598	0.008777	
1230.1600	571.593	0.008824	
1230.1800	572.586	0.008872	
1230.2000	573.582	0.008919	
1230.2200	574.581	0.008968	
1230.2400	575.576	0.009016	
1230.2600	576.573	0.009065	
1230.2800	577.569	0.009113	
1230.3000	578.568	0.009163	
1230.3200	579.566	0.009214	
1230.3400	580.565	0.009267	
1230.3600	581.568	0.009319	
1230.3800	582.566	0.009372	
1230.4000	583.561	0.009426	
1230.4200	584.556	0.009481	
1230.4400	585.553	0.009537	
1230.4600	586.551	0.009590	
1230.4800	587.551	0.009649	
1230.5000	588.552	0.009709	
1230.5200	589.552	0.009769	
1230.5400	590.549	0.009828	
1230.5600	591.550	0.009890	
1230.5800	592.547	0.009952	
1230.6000	593.548	0.010013	
1230.6200	594.550	0.010074	
1230.6400	595.552	0.010138	
1230.6600	596.549	0.010199	
1230.6800	597.545	0.010262	
1230.7000	598.537	0.010328	
1230.7200	599.534	0.010394	
1230.7400	600.532	0.010459	
1230.7600	601.530	0.010525	
1230.7800	602.530	0.010592	
1230.8000	603.529	0.010658	
1230.8200	604.522	0.010725	
1230.8400	605.520	0.010797	
1230.8600	606.517	0.010866	
1230.8800	607.514	0.010938	
1230.9000	608.516	0.010998	
1230.9200	609.510	0.011065	
1230.9400	610.503	0.011132	
1230.9600	611.494	0.011199	
1230.9800	612.490	0.011267	
1231.0000	613.486	0.011337	
1231.0200	614.487	0.011407	
1231.0400	615.485	0.011477	
1231.0600	616.481	0.011551	
1231.0800	617.476	0.011626	
1231.1000	618.473	0.011702	
1231.1200	619.469	0.011779	
1231.1400	620.469	0.011855	
1231.1600	621.463	0.011931	
1231.1800	622.459	0.012010	
1231.2000	623.454	0.012087	
1231.2200	624.444	0.012173	
1231.2400	625.442	0.012256	
1231.2600	626.438	0.012341	
1231.2800	627.435	0.012421	
1231.3000	628.428	0.012503	
1231.3200	629.422	0.012586	
1231.3400	630.416	0.012669	
1231.3600	631.411	0.012752	
1231.3800	632.407	0.012837	
1231.4000	633.405	0.012921	
1231.4200	634.400	0.013007	
1231.4400	635.394	0.013092	
1231.4600	636.391	0.013177	
1231.4800	637.389	0.013261	
1231.5000	638.387	0.013346	
1231.5200	639.386	0.013431	
1231.5400	640.386	0.013520	
1231.5600	641.382	0.013605	
1231.5800	642.377	0.013694	
1231.6000	643.376	0.013786	
1231.6200	644.378	0.013874	
1231.6400	645.377	0.013962	
1231.6600	646.376	0.014048	
1231.6800	647.371	0.014138	
1231.7000	648.369	0.014224	
1231.7200	649.364	0.014312	
1231.7400	650.360	0.014398	
1231.7600	651.362	0.014487	
1231.7800	652.358	0.014577	
1231.8000	653.353	0.014669	
1231.8200	654.348	0.014762	
1231.8400	655.344	0.014854	
1231.8600	656.337	0.014946	
1231.8800	657.335	0.015042	
1231.9000	658.334	0.015133	
1231.9200	659.327	0.015228	
1231.9400	660.319	0.015321	
1231.9600	661.314	0.015416	
1231.9800	662.309	0.015510	
1232.0000	663.305	0.015602	
1232.0200	664.301	0.015698	
1232.0400	665.299	0.015796	
1232.0600	666.295	0.015882	
1232.0800	667.190	0.015940	
1232.1000	667.967	0.015968	
1232.1200	668.622	0.015969	
1232.1400	669.150	0.015944	
1232.1600	669.552	0.015896	
1232.1800	669.830	0.015827	
1232.2000	669.986	0.015732	
1232.2200	670.016	0.015616	
1232.2400	669.922	0.015474	
1232.2600	669.704	0.015314	
1232.2800	669.359	0.015132	
1232.3000	668.889	0.014934	
1232.3200	668.295	0.014717	
1232.3400	667.575	0.014477	
1232.3600	666.737	0.014217	
1232.3800	665.769	0.013950	
1232.4000	664.774	0.013693	
1232.4200	663.777	0.013450	
1232.4400	662.781	0.013214	
1232.4600	661.786	0.012988	
1232.4800	660.793	0.012765	
1232.5000	659.801	0.012545	
1232.5200	658.806	0.012335	
1232.5400	657.809	0.012132	
1232.5600	656.812	0.011936	
1232.5800	655.818	0.011746	
1232.6000	654.822	0.011562	
1232.6200	653.825	0.011381	
1232.6400	652.827	0.011201	
1232.6600	651.829	0.011027	
1232.6800	650.828	0.010856	
1232.7000	649.828	0.010688	
1232.7200	648.829	0.010523	
1232.7400	647.832	0.010357	
1232.7600	646.832	0.010196	
1232.7800	645.833	0.010038	
1232.8000	644.832	0.009885	
1232.8200	643.829	0.009742	
1232.8400	642.827	0.009599	
1232.8600	641.829	0.009457	
1232.8800	640.833	0.009319	
1232.9000	639.833	0.009184	
1232.9200	638.837	0.009049	
1232.9400	637.840	0.008917	
1232.9600	636.845	0.008785	
1232.9800	635.848	0.008658	
1233.0000	634.855	0.008531	
1233.0200	633.862	0.008408	
1233.0400	632.869	0.008286	
1233.0600	631.874	0.008170	
1233.0800	630.875	0.008054	
1233.1000	629.879	0.007943	
1233.1200	628.882	0.007833	
1233.1400	627.888	0.007722	
1233.1600	626.893	0.007611	
1233.1800	625.894	0.007502	
1233.2000	624.894	0.007394	
